iso,nodetype,node,curve,year,error
ercot,node,ETCCS_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,EXN_9_13,fmm,2017,Error: Bad frequency in data
ercot,node,HICK_G1_G2,fmm,2017,Error: Bad frequency in data
ercot,node,NBOHR_RN,fmm,2017,Error: Bad frequency in data
ercot,node,PNPI_GT2_RN,fmm,2017,Error: Bad frequency in data
ercot,node,TGCCS_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,THW_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,BOSQ_BSQS_34,fmm,2017,Error: Bad frequency in data
ercot,node,DOWGEN_PUN2,fmm,2017,Error: Bad frequency in data
ercot,node,FRNYPP_2_CCU,fmm,2017,Error: Bad frequency in data
ercot,node,INGLCO_PUN3,fmm,2017,Error: Bad frequency in data
ercot,node,LEONLCPCT3_4,fmm,2017,Error: Bad frequency in data
ercot,node,LZ_NORTH,fmm,2017,Error: Bad frequency in data
ercot,node,LZ_NORTH,fmm,2019,Error: Bad frequency in data
ercot,node,LZ_NORTH,fmm,2022,Error: Bad frequency in data
ercot,node,PEAR_PEARS_2,fmm,2017,Error: Bad frequency in data
ercot,node,TNSKA_CCU,fmm,2017,Error: Bad frequency in data
ercot,node,WAP_WAP_G8,fmm,2017,Error: Bad frequency in data
ercot,node,BRAUNIG_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,BVE_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,BYU_BYU_34,fmm,2017,Error: Bad frequency in data
ercot,node,GBY_GT,fmm,2017,Error: Bad frequency in data
ercot,node,HAYSEN1_2,fmm,2017,Error: Bad frequency in data
ercot,node,PANDA_T2_CT1,fmm,2017,Error: Bad frequency in data
ercot,node,RIONOG_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,RN_SR_WIND1,fmm,2017,Error: Bad frequency in data
ercot,node,SPNC_SPNCE_4,fmm,2017,Error: Bad frequency in data
ercot,node,WHCCS_CT2,fmm,2017,Error: Bad frequency in data
ercot,node,BASTEN_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,CAL_PUN1,fmm,2017,Error: Bad frequency in data
ercot,node,DECKER_DPG1,fmm,2017,Error: Bad frequency in data
ercot,node,ETCCS_CCU,fmm,2017,Error: Bad frequency in data
ercot,node,FAL_FALCONG1,fmm,2017,Error: Bad frequency in data
ercot,node,HLSES_UNIT3,fmm,2017,Error: Bad frequency in data
ercot,node,HRFDWIND_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,LGW_UNIT_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,LNCRK_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,MARBFA,fmm,2017,Error: Bad frequency in data
ercot,node,NEDIN_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,OECCS_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,PB2SES_CT5,fmm,2017,Error: Bad frequency in data
ercot,node,PEARSA_1_24,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_PUN5,fmm,2017,Error: Bad frequency in data
ercot,node,SANDHSYD_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,VICTORIA_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,WCPP_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,CBEC_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,BYU_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,HB_SOUTH,fmm,2017,Error: Bad frequency in data
ercot,node,BASTEN_CCU,fmm,2017,Error: Bad frequency in data
ercot,node,BSF_PUN1,fmm,2017,Error: Bad frequency in data
ercot,node,DUP_PUN2,fmm,2017,Error: Bad frequency in data
ercot,node,FRNYPP_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,HAYSEN3_4,fmm,2017,Error: Bad frequency in data
ercot,node,MIRAGE_G1,fmm,2017,Error: Bad frequency in data
ercot,node,CBEC_CC2,fmm,2017,Error: Bad frequency in data
ercot,node,CBY_CBY_G2,fmm,2017,Error: Bad frequency in data
ercot,node,DUKE_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,DUP_PUN3,fmm,2017,Error: Bad frequency in data
ercot,node,FRNYPP_CC2,fmm,2017,Error: Bad frequency in data
ercot,node,MIRASOLE_GEN,fmm,2017,Error: Bad frequency in data
ercot,node,VISTRON_PUN1,fmm,2017,Error: Bad frequency in data
ercot,node,AEEC,fmm,2017,Error: Bad frequency in data
ercot,node,BBSES_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,BYU_BYU_G8,fmm,2017,Error: Bad frequency in data
ercot,node,BYU_PUN1,fmm,2017,Error: Bad frequency in data
ercot,node,CBECII_CC3,fmm,2017,Error: Bad frequency in data
ercot,node,COTTON_PAP2,fmm,2017,Error: Bad frequency in data
ercot,node,DECKER_GT,fmm,2017,Error: Bad frequency in data
ercot,node,EXN_PUN2,fmm,2017,Error: Bad frequency in data
ercot,node,FLUVANNA_1_2,fmm,2017,Error: Bad frequency in data
ercot,node,HB_WEST,fmm,2017,Error: Bad frequency in data
ercot,node,HLSES_UNIT5,fmm,2017,Error: Bad frequency in data
ercot,node,LGD_LANGFORD,fmm,2017,Error: Bad frequency in data
ercot,node,LHM_PUN1,fmm,2017,Error: Bad frequency in data
ercot,node,LV1A_LV1B,fmm,2017,Error: Bad frequency in data
ercot,node,LV3_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,PSG_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,SANTACRU_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,SC2SES_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,SCSES_UNIT2,fmm,2017,Error: Bad frequency in data
ercot,node,SL_PUN2,fmm,2017,Error: Bad frequency in data
ercot,node,THW_THWGT5X,fmm,2017,Error: Bad frequency in data
ercot,node,TTWEC_G1,fmm,2017,Error: Bad frequency in data
ercot,node,TYLRWIND_RN,fmm,2017,Error: Bad frequency in data
ercot,node,WAKEWE_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,FAL_FALCONG3,fmm,2017,Error: Bad frequency in data
ercot,node,MNSES_UNIT2,fmm,2017,Error: Bad frequency in data
ercot,node,SJS_SJS_G1,fmm,2017,Error: Bad frequency in data
ercot,node,SL_PUN1,fmm,2017,Error: Bad frequency in data
ercot,node,SRB_SRB_G2,fmm,2017,Error: Bad frequency in data
ercot,node,CAL_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,CBY_CBY_G1,fmm,2017,Error: Bad frequency in data
ercot,node,COTPLNS_RN,fmm,2017,Error: Bad frequency in data
ercot,node,DOW_G96_ST95,fmm,2017,Error: Bad frequency in data
ercot,node,FAL_FALCONG2,fmm,2017,Error: Bad frequency in data
ercot,node,FLCNS_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,GRSES_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,KING_KINGNE,fmm,2017,Error: Bad frequency in data
ercot,node,OLIN_OLING_2,fmm,2017,Error: Bad frequency in data
ercot,node,SENATEWD_1,fmm,2017,Error: Bad frequency in data
ercot,node,TGF_TGFGT,fmm,2017,Error: Bad frequency in data
ercot,node,THW_CC2,fmm,2017,Error: Bad frequency in data
ercot,node,SPNC_SPNCE_5,fmm,2017,Error: Bad frequency in data
ercot,node,SRB_SRB_G4,fmm,2017,Error: Bad frequency in data
ercot,node,HLSES_UNIT4,fmm,2017,Error: Bad frequency in data
ercot,node,OECCS_CC2,fmm,2017,Error: Bad frequency in data
ercot,node,PANDA_T2_CT2,fmm,2017,Error: Bad frequency in data
ercot,node,PEAR_PEARS_1,fmm,2017,Error: Bad frequency in data
ercot,node,SDSES_PUN2,fmm,2017,Error: Bad frequency in data
ercot,node,BOSQUESW_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,CHE_PUN2,fmm,2017,Error: Bad frequency in data
ercot,node,DC_R,fmm,2017,Error: Bad frequency in data
ercot,node,DOWGEN_PUN3,fmm,2017,Error: Bad frequency in data
ercot,node,GIB_GIB_CRG1,fmm,2017,Error: Bad frequency in data
ercot,node,GPASTURE_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,MARIAH_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,SJS_SJS_G2,fmm,2017,Error: Bad frequency in data
ercot,node,SOLARA_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,AMISTAD_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,CALHOUN_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,CAL_PUN2,fmm,2017,Error: Bad frequency in data
ercot,node,EXN_PUN1,fmm,2017,Error: Bad frequency in data
ercot,node,HWF_HWFG1,fmm,2017,Error: Bad frequency in data
ercot,node,LFBIO_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,LZ_RAYBN,fmm,2017,Error: Bad frequency in data
ercot,node,LZ_RAYBN,fmm,2019,Error: Bad frequency in data
ercot,node,LZ_RAYBN,fmm,2022,Error: Bad frequency in data
ercot,node,PANDA_S_CT2,fmm,2017,Error: Bad frequency in data
ercot,node,RN_TOSBATT,fmm,2017,Error: Bad frequency in data
ercot,node,GRSES_UNIT2,fmm,2017,Error: Bad frequency in data
ercot,node,CTL_PUN2,fmm,2017,Error: Bad frequency in data
ercot,node,HORSECRK_RN,fmm,2017,Error: Bad frequency in data
ercot,node,VLSES_UNIT3,fmm,2017,Error: Bad frequency in data
ercot,node,SDSES_PUN4,fmm,2017,Error: Bad frequency in data
ercot,node,CAMWIND_RN,fmm,2017,Error: Bad frequency in data
ercot,node,DC_S,fmm,2017,Error: Bad frequency in data
ercot,node,FTR_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,GRANDVW1_A_B,fmm,2017,Error: Bad frequency in data
ercot,node,KEO_KEO_SM1,fmm,2017,Error: Bad frequency in data
ercot,node,LAMESASLR_G,fmm,2017,Error: Bad frequency in data
ercot,node,LARDVFTN_G4,fmm,2017,Error: Bad frequency in data
ercot,node,MCSES_UNIT6,fmm,2017,Error: Bad frequency in data
ercot,node,MWEC_G1,fmm,2017,Error: Bad frequency in data
ercot,node,OLIN_OLING_4,fmm,2017,Error: Bad frequency in data
ercot,node,PANDA_S_ST1,fmm,2017,Error: Bad frequency in data
ercot,node,PANDA_T2_ST1,fmm,2017,Error: Bad frequency in data
ercot,node,SRB_SRB_G1,fmm,2017,Error: Bad frequency in data
ercot,node,AMOCOOIL_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,ANACACHO_ANA,fmm,2017,Error: Bad frequency in data
ercot,node,BOSQUESW_CC2,fmm,2017,Error: Bad frequency in data
ercot,node,EXGNSND_RN,fmm,2017,Error: Bad frequency in data
ercot,node,FERGCC_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,HB_BUSAVG,fmm,2017,Error: Bad frequency in data
ercot,node,JACKCNTY_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,LOSTPI_CC1,fmm,2017,Error: Bad frequency in data
ercot,node,LZ_SOUTH,fmm,2024,Error: Bad frequency in data
ercot,node,LZ_SOUTH,fmm,2017,Error: Bad frequency in data
ercot,node,LZ_SOUTH,fmm,2019,Error: Bad frequency in data
ercot,node,LZ_SOUTH,fmm,2022,Error: Bad frequency in data
ercot,node,SPTX12B_RN,fmm,2017,Error: Bad frequency in data
ercot,node,TC_PUN1,fmm,2017,Error: Bad frequency in data
ercot,node,AMO_AMOCO_1,fmm,2017,Error: Bad frequency in data
ercot,node,AMO_AMOCO_2,fmm,2017,Error: Bad frequency in data
ercot,node,AMO_AMOCO_5,fmm,2017,Error: Bad frequency in data
ercot,node,AMO_AMOCO_G1,fmm,2017,Error: Bad frequency in data
ercot,node,AMO_AMOCO_G2,fmm,2017,Error: Bad frequency in data
ercot,node,AMO_AMOCO_G3,fmm,2017,Error: Bad frequency in data
ercot,node,AMO_AMOCO_S1,fmm,2017,Error: Bad frequency in data
ercot,node,AMO_AMOCO_S2,fmm,2017,Error: Bad frequency in data
ercot,node,BRAUNIG_VHB1,fmm,2017,Error: Bad frequency in data
ercot,node,BRAUNIG_VHB2,fmm,2017,Error: Bad frequency in data
ercot,node,BRAUNIG_VHB3,fmm,2017,Error: Bad frequency in data
ercot,node,BRAZ_WND_ALL,fmm,2017,Error: Bad frequency in data
ercot,node,BRA_AVR1_CT2,fmm,2017,Error: Bad frequency in data
ercot,node,BRTSW_BCW1,fmm,2017,Error: Bad frequency in data
ercot,node,BTE_BTE_G1,fmm,2017,Error: Bad frequency in data
ercot,node,BTE_BTE_G2,fmm,2017,Error: Bad frequency in data
ercot,node,BTE_BTE_G3,fmm,2017,Error: Bad frequency in data
ercot,node,BTE_BTE_G4,fmm,2017,Error: Bad frequency in data
ercot,node,BVE_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,BVE_UNIT2,fmm,2017,Error: Bad frequency in data
ercot,node,BVE_UNIT3,fmm,2017,Error: Bad frequency in data
ercot,node,B_DAVIS_3,fmm,2017,Error: Bad frequency in data
ercot,node,B_DAVIS_4,fmm,2017,Error: Bad frequency in data
ercot,node,B_D_B_DAVIG1,fmm,2017,Error: Bad frequency in data
ercot,node,B_D_B_DAVIG2,fmm,2017,Error: Bad frequency in data
ercot,node,CALAVER_JKS1,fmm,2017,Error: Bad frequency in data
ercot,node,CALAVER_JKS2,fmm,2017,Error: Bad frequency in data
ercot,node,CALAVER_JTD1,fmm,2017,Error: Bad frequency in data
ercot,node,CALAVER_JTD2,fmm,2017,Error: Bad frequency in data
ercot,node,CALAVER_OWS1,fmm,2017,Error: Bad frequency in data
ercot,node,CALAVER_OWS2,fmm,2017,Error: Bad frequency in data
ercot,node,CALLAHA_WND1,fmm,2017,Error: Bad frequency in data
ercot,node,CAL_CALGT1,fmm,2017,Error: Bad frequency in data
ercot,node,CAL_CALSTG1,fmm,2017,Error: Bad frequency in data
ercot,node,CARBN_BSP_1,fmm,2017,Error: Bad frequency in data
ercot,node,CCEC_GT1,fmm,2017,Error: Bad frequency in data
ercot,node,CCEC_GT2,fmm,2017,Error: Bad frequency in data
ercot,node,CCEC_ST1,fmm,2017,Error: Bad frequency in data
ercot,node,COL_COLETOG1,fmm,2017,Error: Bad frequency in data
ercot,node,CPSES_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,CPSES_UNIT2,fmm,2017,Error: Bad frequency in data
ercot,node,CVC_CVCG1_5,fmm,2017,Error: Bad frequency in data
ercot,node,DDPEC_GT2,fmm,2017,Error: Bad frequency in data
ercot,node,DDPEC_GT4,fmm,2017,Error: Bad frequency in data
ercot,node,DDPEC_GT6,fmm,2017,Error: Bad frequency in data
ercot,node,DDPEC_ST1,fmm,2017,Error: Bad frequency in data
ercot,node,DECKER_DPG2,fmm,2017,Error: Bad frequency in data
ercot,node,DIB_DIB_G1,fmm,2017,Error: Bad frequency in data
ercot,node,DIB_DIB_G2,fmm,2017,Error: Bad frequency in data
ercot,node,DIB_DIB_G3,fmm,2017,Error: Bad frequency in data
ercot,node,DIB_DIB_G4,fmm,2017,Error: Bad frequency in data
ercot,node,DUP_DUPV1_G1,fmm,2017,Error: Bad frequency in data
ercot,node,FLCNS_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,FLCNS_UNIT2,fmm,2017,Error: Bad frequency in data
ercot,node,FLCNS_UNIT3,fmm,2017,Error: Bad frequency in data
ercot,node,FLTCK_SSI,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG1,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG10,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG2,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG3,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG4,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG5,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG6,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG7,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG8,fmm,2017,Error: Bad frequency in data
ercot,node,FO_FORMOSG9,fmm,2017,Error: Bad frequency in data
ercot,node,FPPYD_FPP_G1,fmm,2017,Error: Bad frequency in data
ercot,node,FPPYD_FPP_G2,fmm,2017,Error: Bad frequency in data
ercot,node,FPPYD_FPP_G3,fmm,2017,Error: Bad frequency in data
ercot,node,GBY_GBY_5,fmm,2017,Error: Bad frequency in data
ercot,node,GID_GIDEONG1,fmm,2017,Error: Bad frequency in data
ercot,node,GID_GIDEONG2,fmm,2017,Error: Bad frequency in data
ercot,node,GID_GIDEONG3,fmm,2017,Error: Bad frequency in data
ercot,node,GWEC_G1,fmm,2017,Error: Bad frequency in data
ercot,node,H_HOLLO_WND1,fmm,2017,Error: Bad frequency in data
ercot,node,INDN_INDNNWP,fmm,2017,Error: Bad frequency in data
ercot,node,INGLCOSW_STG,fmm,2017,Error: Bad frequency in data
ercot,node,INGLCOS_CTG1,fmm,2017,Error: Bad frequency in data
ercot,node,INGLCOS_CTG2,fmm,2017,Error: Bad frequency in data
ercot,node,INKS_INKS_G1,fmm,2017,Error: Bad frequency in data
ercot,node,JACKCNTY_CT1,fmm,2017,Error: Bad frequency in data
ercot,node,JACKCNTY_CT2,fmm,2017,Error: Bad frequency in data
ercot,node,JACKCNTY_STG,fmm,2017,Error: Bad frequency in data
ercot,node,KEECHI_U1,fmm,2017,Error: Bad frequency in data
ercot,node,KING_KINGNW,fmm,2017,Error: Bad frequency in data
ercot,node,KING_KINGSE,fmm,2017,Error: Bad frequency in data
ercot,node,LGE_LGE_STG,fmm,2017,Error: Bad frequency in data
ercot,node,LHM_CVC_G4,fmm,2017,Error: Bad frequency in data
ercot,node,LOS_LOSTPGT1,fmm,2017,Error: Bad frequency in data
ercot,node,LOS_LOSTPGT2,fmm,2017,Error: Bad frequency in data
ercot,node,LOS_LOSTPST1,fmm,2017,Error: Bad frequency in data
ercot,node,LPCCS_CT11,fmm,2017,Error: Bad frequency in data
ercot,node,LPCCS_CT12,fmm,2017,Error: Bad frequency in data
ercot,node,LPCCS_CT21,fmm,2017,Error: Bad frequency in data
ercot,node,LPCCS_CT22,fmm,2017,Error: Bad frequency in data
ercot,node,LPCCS_UNIT1,fmm,2017,Error: Bad frequency in data
ercot,node,LPCCS_UNIT2,fmm,2017,Error: Bad frequency in data
ercot,node,LV4_UNIT_1,fmm,2017,Error: Bad frequency in data
ercot,node,MAR_MARSFOG1,fmm,2017,Error: Bad frequency in data
ercot,node,MAR_MARSFOG2,fmm,2017,Error: Bad frequency in data
ercot,node,MAR_MARSFOG3,fmm,2017,Error: Bad frequency in data
ercot,node,MDANP_CT5_6,fmm,2017,Error: Bad frequency in data
ercot,node,NED_NEDIN_G1,fmm,2017,Error: Bad frequency in data
ercot,node,NED_NEDIN_G2,fmm,2017,Error: Bad frequency in data
ercot,node,NED_NEDIN_G3,fmm,2017,Error: Bad frequency in data
ercot,node,NUE_NUECESG7,fmm,2017,Error: Bad frequency in data
ercot,node,OECCS_1,fmm,2017,Error: Bad frequency in data
ercot,node,OECCS_2,fmm,2017,Error: Bad frequency in data
ercot,node,OGSES_1,fmm,2017,Error: Bad frequency in data
ercot,node,OGSES_2,fmm,2017,Error: Bad frequency in data
ercot,node,OLIN_OLING_1,fmm,2017,Error: Bad frequency in data
ercot,node,OLIN_OLING_3,fmm,2017,Error: Bad frequency in data
ercot,node,OXY_OXY_CCG1,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_PSA_G1,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_PSA_G2,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_PSA_G3,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_PSA_G4,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_PSA_G5,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_PSA_G6,fmm,2017,Error: Bad frequency in data
ercot,node,PSA_PSA_G7,fmm,2017,Error: Bad frequency in data
ercot,node,RAYB_G78910,fmm,2017,Error: Bad frequency in data
ercot,node,RDCAN_RDCNY1,fmm,2017,Error: Bad frequency in data
ercot,node,RIONOG_CT1,fmm,2017,Error: Bad frequency in data
ercot,node,RIONOG_CT2,fmm,2017,Error: Bad frequency in data
ercot,node,RIONOG_CT3,fmm,2017,Error: Bad frequency in data
ercot,node,RIONOG_ST1,fmm,2017,Error: Bad frequency in data
ercot,node,SAN_SANMIGG1,fmm,2017,Error: Bad frequency in data
ercot,node,SCLP_SCLPC_1,fmm,2017,Error: Bad frequency in data
ercot,node,SCLP_SCLPC_2,fmm,2017,Error: Bad frequency in data
ercot,node,SCLP_SCLPC_3,fmm,2017,Error: Bad frequency in data
ercot,node,SCLP_SCLPC_4,fmm,2017,Error: Bad frequency in data
ercot,node,SGM_SIGNALMT,fmm,2017,Error: Bad frequency in data
ercot,node,SIL_SILAS_10,fmm,2017,Error: Bad frequency in data
ercot,node,SIL_SILAS_6,fmm,2017,Error: Bad frequency in data
ercot,node,SIL_SILAS_9,fmm,2017,Error: Bad frequency in data
ercot,node,SL_SL_G1,fmm,2017,Error: Bad frequency in data
ercot,node,SL_SL_G3,fmm,2017,Error: Bad frequency in data
ercot,node,SL_SL_G4,fmm,2017,Error: Bad frequency in data
ercot,node,STEA_STEAM_1,fmm,2017,Error: Bad frequency in data
ercot,node,SWEC_G1,fmm,2017,Error: Bad frequency in data
ercot,node,SWEETWN2_2_4,fmm,2017,Error: Bad frequency in data
ercot,node,SWEETWN3_3,fmm,2017,Error: Bad frequency in data
ercot,node,SWEETWND_1,fmm,2017,Error: Bad frequency in data
ercot,node,TC_TCHP1,fmm,2017,Error: Bad frequency in data
ercot,node,THW_THWGT_1,fmm,2017,Error: Bad frequency in data
ercot,node,TKWSW_CHAMP,fmm,2017,Error: Bad frequency in data
ercot,node,TRENT_TRENT,fmm,2017,Error: Bad frequency in data
ercot,node,TXCTY_CTA,fmm,2017,Error: Bad frequency in data
ercot,node,TXCTY_CTB,fmm,2017,Error: Bad frequency in data
ercot,node,TXCTY_CTC,fmm,2017,Error: Bad frequency in data
ercot,node,TXCTY_ST,fmm,2017,Error: Bad frequency in data
ercot,node,UCC_UCC_C_2,fmm,2017,Error: Bad frequency in data
ercot,node,VISTRON_TG1,fmm,2017,Error: Bad frequency in data
ercot,node,VISTRON_TG2,fmm,2017,Error: Bad frequency in data
ercot,node,WAP_WAP_G2,fmm,2017,Error: Bad frequency in data
ercot,node,WAP_WAP_G3,fmm,2017,Error: Bad frequency in data
ercot,node,WAP_WAP_G4,fmm,2017,Error: Bad frequency in data
ercot,node,WAP_WAP_G5,fmm,2017,Error: Bad frequency in data
ercot,node,WCPP_CT1,fmm,2017,Error: Bad frequency in data
ercot,node,WCPP_CT2,fmm,2017,Error: Bad frequency in data
ercot,node,WCPP_ST1,fmm,2017,Error: Bad frequency in data
ercot,node,WIPOPA_1_2,fmm,2017,Error: Bad frequency in data
ercot,node,WIPOPA_3_4,fmm,2017,Error: Bad frequency in data
ercot,node,WIR_WIRTZ_G1,fmm,2017,Error: Bad frequency in data
ercot,node,WIR_WIRTZ_G2,fmm,2017,Error: Bad frequency in data
ercot,node,WOO_WOODWRD1,fmm,2017,Error: Bad frequency in data
ercot,node,WOO_WOODWRD2,fmm,2017,Error: Bad frequency in data
